"GO.ID" "Term" "Annotated" "Significant" "Expected" "weightFisher"
"2773" "GO:0030833" "regulation of actin filament polymerizat..." 15 0 1.13 "1.00000"
"2774" "GO:0030834" "regulation of actin filament depolymeriz..." 2 0 0.15 "1.00000"
"2775" "GO:0030835" "negative regulation of actin filament de..." 2 0 0.15 "1.00000"
"2776" "GO:0030837" "negative regulation of actin filament po..." 2 0 0.15 "1.00000"
"2777" "GO:0030838" "positive regulation of actin filament po..." 13 0 0.98 "1.00000"
"2778" "GO:0030855" "epithelial cell differentiation" 10 0 0.75 "1.00000"
"2779" "GO:0030856" "regulation of epithelial cell differenti..." 1 0 0.08 "1.00000"
"2780" "GO:0030865" "cortical cytoskeleton organization" 20 0 1.51 "1.00000"
"2781" "GO:0030866" "cortical actin cytoskeleton organization" 1 0 0.08 "1.00000"
"2782" "GO:0030920" "peptidyl-serine acetylation" 1 0 0.08 "1.00000"
"2783" "GO:0030951" "establishment or maintenance of microtub..." 1 0 0.08 "1.00000"
"2784" "GO:0030952" "establishment or maintenance of cytoskel..." 1 0 0.08 "1.00000"
"2785" "GO:0030968" "endoplasmic reticulum unfolded protein r..." 4 0 0.3 "1.00000"
"2786" "GO:0030970" "retrograde protein transport, ER to cyto..." 1 0 0.08 "1.00000"
"2787" "GO:0031000" "response to caffeine" 1 0 0.08 "1.00000"
"2788" "GO:0031001" "response to brefeldin A" 1 0 0.08 "1.00000"
"2789" "GO:0031022" "nuclear migration along microfilament" 2 0 0.15 "1.00000"
"2790" "GO:0031023" "microtubule organizing center organizati..." 1 0 0.08 "1.00000"
"2791" "GO:0031048" "chromatin silencing by small RNA" 9 0 0.68 "1.00000"
"2792" "GO:0031053" "primary miRNA processing" 8 0 0.6 "1.00000"
"2793" "GO:0031054" "pre-miRNA processing" 3 0 0.23 "1.00000"
"2794" "GO:0031055" "chromatin remodeling at centromere" 3 0 0.23 "1.00000"
"2795" "GO:0031056" "regulation of histone modification" 22 0 1.66 "1.00000"
"2796" "GO:0031057" "negative regulation of histone modificat..." 6 0 0.45 "1.00000"
"2797" "GO:0031058" "positive regulation of histone modificat..." 10 0 0.75 "1.00000"
"2798" "GO:0031060" "regulation of histone methylation" 16 0 1.21 "1.00000"
"2799" "GO:0031061" "negative regulation of histone methylati..." 2 0 0.15 "1.00000"
"2800" "GO:0031062" "positive regulation of histone methylati..." 9 0 0.68 "1.00000"
"2801" "GO:0031063" "regulation of histone deacetylation" 2 0 0.15 "1.00000"
"2802" "GO:0031086" "nuclear-transcribed mRNA catabolic proce..." 6 0 0.45 "1.00000"
"2803" "GO:0031087" "deadenylation-independent decapping of n..." 6 0 0.45 "1.00000"
"2804" "GO:0031109" "microtubule polymerization or depolymeri..." 9 0 0.68 "1.00000"
"2805" "GO:0031110" "regulation of microtubule polymerization..." 4 0 0.3 "1.00000"
"2806" "GO:0031111" "negative regulation of microtubule polym..." 2 0 0.15 "1.00000"
"2807" "GO:0031112" "positive regulation of microtubule polym..." 1 0 0.08 "1.00000"
"2808" "GO:0031113" "regulation of microtubule polymerization" 1 0 0.08 "1.00000"
"2809" "GO:0031114" "regulation of microtubule depolymerizati..." 2 0 0.15 "1.00000"
"2810" "GO:0031115" "negative regulation of microtubule polym..." 1 0 0.08 "1.00000"
"2811" "GO:0031117" "positive regulation of microtubule depol..." 1 0 0.08 "1.00000"
"2812" "GO:0031118" "rRNA pseudouridine synthesis" 2 0 0.15 "1.00000"
"2813" "GO:0031120" "snRNA pseudouridine synthesis" 2 0 0.15 "1.00000"
"2814" "GO:0031122" "cytoplasmic microtubule organization" 17 0 1.28 "1.00000"
"2815" "GO:0031123" "RNA 3'-end processing" 20 0 1.51 "1.00000"
"2816" "GO:0031124" "mRNA 3'-end processing" 11 0 0.83 "1.00000"
"2817" "GO:0031125" "rRNA 3'-end processing" 2 0 0.15 "1.00000"
"2818" "GO:0031126" "snoRNA 3'-end processing" 3 0 0.23 "1.00000"
"2819" "GO:0031145" "anaphase-promoting complex-dependent cat..." 7 0 0.53 "1.00000"
"2820" "GO:0031163" "metallo-sulfur cluster assembly" 13 0 0.98 "1.00000"
"2821" "GO:0031167" "rRNA methylation" 3 0 0.23 "1.00000"
"2822" "GO:0031293" "membrane protein intracellular domain pr..." 1 0 0.08 "1.00000"
"2823" "GO:0031297" "replication fork processing" 1 0 0.08 "1.00000"
"2824" "GO:0031330" "negative regulation of cellular cataboli..." 3 0 0.23 "1.00000"
"2825" "GO:0031333" "negative regulation of protein complex a..." 3 0 0.23 "1.00000"
"2826" "GO:0031334" "positive regulation of protein complex a..." 17 0 1.28 "1.00000"
"2827" "GO:0031335" "regulation of sulfur amino acid metaboli..." 4 0 0.3 "1.00000"
"2828" "GO:0031336" "negative regulation of sulfur amino acid..." 3 0 0.23 "1.00000"
"2829" "GO:0031338" "regulation of vesicle fusion" 3 0 0.23 "1.00000"
"2830" "GO:0031365" "N-terminal protein amino acid modificati..." 10 0 0.75 "1.00000"
"2831" "GO:0031396" "regulation of protein ubiquitination" 8 0 0.6 "1.00000"
"2832" "GO:0031397" "negative regulation of protein ubiquitin..." 3 0 0.23 "1.00000"
"2833" "GO:0031398" "positive regulation of protein ubiquitin..." 4 0 0.3 "1.00000"
"2834" "GO:0031401" "positive regulation of protein modificat..." 20 0 1.51 "1.00000"
"2835" "GO:0031407" "oxylipin metabolic process" 12 0 0.91 "1.00000"
"2836" "GO:0031408" "oxylipin biosynthetic process" 12 0 0.91 "1.00000"
"2837" "GO:0031425" "chloroplast RNA processing" 4 0 0.3 "1.00000"
"2838" "GO:0031440" "regulation of mRNA 3'-end processing" 1 0 0.08 "1.00000"
"2839" "GO:0031468" "nuclear envelope reassembly" 2 0 0.15 "1.00000"
"2840" "GO:0031497" "chromatin assembly" 15 0 1.13 "1.00000"
"2841" "GO:0031503" "protein-containing complex localization" 21 0 1.58 "1.00000"
"2842" "GO:0031506" "cell wall glycoprotein biosynthetic proc..." 2 0 0.15 "1.00000"
"2843" "GO:0031507" "heterochromatin assembly" 4 0 0.3 "1.00000"
"2844" "GO:0031508" "pericentric heterochromatin assembly" 1 0 0.08 "1.00000"
"2845" "GO:0031537" "regulation of anthocyanin metabolic proc..." 12 0 0.91 "1.00000"
"2846" "GO:0031538" "negative regulation of anthocyanin metab..." 4 0 0.3 "1.00000"
"2847" "GO:0031539" "positive regulation of anthocyanin metab..." 3 0 0.23 "1.00000"
"2848" "GO:0031540" "regulation of anthocyanin biosynthetic p..." 4 0 0.3 "1.00000"
"2849" "GO:0031542" "positive regulation of anthocyanin biosy..." 1 0 0.08 "1.00000"
"2850" "GO:0031554" "regulation of DNA-templated transcriptio..." 2 0 0.15 "1.00000"
"2851" "GO:0031567" "mitotic cell size control checkpoint" 2 0 0.15 "1.00000"
"2852" "GO:0031570" "DNA integrity checkpoint" 10 0 0.75 "1.00000"
"2853" "GO:0031572" "G2 DNA damage checkpoint" 2 0 0.15 "1.00000"
"2854" "GO:0031573" "intra-S DNA damage checkpoint" 1 0 0.08 "1.00000"
"2855" "GO:0031590" "wybutosine metabolic process" 1 0 0.08 "1.00000"
"2856" "GO:0031591" "wybutosine biosynthetic process" 1 0 0.08 "1.00000"
"2857" "GO:0031623" "receptor internalization" 1 0 0.08 "1.00000"
"2858" "GO:0031640" "killing of cells of other organism" 1 0 0.08 "1.00000"
"2859" "GO:0031647" "regulation of protein stability" 16 0 1.21 "1.00000"
"2860" "GO:0031648" "protein destabilization" 3 0 0.23 "1.00000"
"2861" "GO:0031663" "lipopolysaccharide-mediated signaling pa..." 1 0 0.08 "1.00000"
"2862" "GO:0031670" "cellular response to nutrient" 2 0 0.15 "1.00000"
"2863" "GO:0031929" "TOR signaling" 3 0 0.23 "1.00000"
"2864" "GO:0031930" "mitochondria-nucleus signaling pathway" 3 0 0.23 "1.00000"
"2865" "GO:0031935" "regulation of chromatin silencing" 9 0 0.68 "1.00000"
"2866" "GO:0031936" "negative regulation of chromatin silenci..." 2 0 0.15 "1.00000"
"2867" "GO:0031937" "positive regulation of chromatin silenci..." 2 0 0.15 "1.00000"
"2868" "GO:0031938" "regulation of chromatin silencing at tel..." 1 0 0.08 "1.00000"
"2869" "GO:0031990" "mRNA export from nucleus in response to ..." 1 0 0.08 "1.00000"
"2870" "GO:0031998" "regulation of fatty acid beta-oxidation" 2 0 0.15 "1.00000"
"2871" "GO:0031999" "negative regulation of fatty acid beta-o..." 1 0 0.08 "1.00000"
"2872" "GO:0032000" "positive regulation of fatty acid beta-o..." 1 0 0.08 "1.00000"
"2873" "GO:0032006" "regulation of TOR signaling" 2 0 0.15 "1.00000"
"2874" "GO:0032008" "positive regulation of TOR signaling" 2 0 0.15 "1.00000"
"2875" "GO:0032011" "ARF protein signal transduction" 3 0 0.23 "1.00000"
"2876" "GO:0032012" "regulation of ARF protein signal transdu..." 3 0 0.23 "1.00000"
"2877" "GO:0032025" "response to cobalt ion" 2 0 0.15 "1.00000"
"2878" "GO:0032026" "response to magnesium ion" 1 0 0.08 "1.00000"
"2879" "GO:0032042" "mitochondrial DNA metabolic process" 3 0 0.23 "1.00000"
"2880" "GO:0032048" "cardiolipin metabolic process" 1 0 0.08 "1.00000"
"2881" "GO:0032049" "cardiolipin biosynthetic process" 1 0 0.08 "1.00000"
"2882" "GO:0032147" "activation of protein kinase activity" 4 0 0.3 "1.00000"
"2883" "GO:0032196" "transposition" 2 0 0.15 "1.00000"
"2884" "GO:0032197" "transposition, RNA-mediated" 1 0 0.08 "1.00000"
"2885" "GO:0032200" "telomere organization" 13 0 0.98 "1.00000"
"2886" "GO:0032204" "regulation of telomere maintenance" 4 0 0.3 "1.00000"
"2887" "GO:0032205" "negative regulation of telomere maintena..." 3 0 0.23 "1.00000"
"2888" "GO:0032210" "regulation of telomere maintenance via t..." 3 0 0.23 "1.00000"
"2889" "GO:0032211" "negative regulation of telomere maintena..." 2 0 0.15 "1.00000"
"2890" "GO:0032260" "response to jasmonic acid stimulus invol..." 2 0 0.15 "1.00000"
"2891" "GO:0032262" "pyrimidine nucleotide salvage" 4 0 0.3 "1.00000"
"2892" "GO:0032264" "IMP salvage" 1 0 0.08 "1.00000"
"2893" "GO:0032271" "regulation of protein polymerization" 16 0 1.21 "1.00000"
"2894" "GO:0032272" "negative regulation of protein polymeriz..." 3 0 0.23 "1.00000"
"2895" "GO:0032273" "positive regulation of protein polymeriz..." 13 0 0.98 "1.00000"
"2896" "GO:0032324" "molybdopterin cofactor biosynthetic proc..." 1 0 0.08 "1.00000"
"2897" "GO:0032328" "alanine transport" 1 0 0.08 "1.00000"
"2898" "GO:0032350" "regulation of hormone metabolic process" 27 0 2.04 "1.00000"
"2899" "GO:0032351" "negative regulation of hormone metabolic..." 6 0 0.45 "1.00000"
"2900" "GO:0032352" "positive regulation of hormone metabolic..." 2 0 0.15 "1.00000"
"2901" "GO:0032353" "negative regulation of hormone biosynthe..." 6 0 0.45 "1.00000"
"2902" "GO:0032355" "response to estradiol" 1 0 0.08 "1.00000"
"2903" "GO:0032365" "intracellular lipid transport" 3 0 0.23 "1.00000"
"2904" "GO:0032366" "intracellular sterol transport" 1 0 0.08 "1.00000"
"2905" "GO:0032368" "regulation of lipid transport" 1 0 0.08 "1.00000"
"2906" "GO:0032370" "positive regulation of lipid transport" 1 0 0.08 "1.00000"
"2907" "GO:0032386" "regulation of intracellular transport" 8 0 0.6 "1.00000"
"2908" "GO:0032388" "positive regulation of intracellular tra..." 3 0 0.23 "1.00000"
"2909" "GO:0032411" "positive regulation of transporter activ..." 3 0 0.23 "1.00000"
"2910" "GO:0032414" "positive regulation of ion transmembrane..." 3 0 0.23 "1.00000"
"2911" "GO:0032447" "protein urmylation" 1 0 0.08 "1.00000"
"2912" "GO:0032456" "endocytic recycling" 1 0 0.08 "1.00000"
"2913" "GO:0032465" "regulation of cytokinesis" 4 0 0.3 "1.00000"
"2914" "GO:0032467" "positive regulation of cytokinesis" 1 0 0.08 "1.00000"
"2915" "GO:0032468" "Golgi calcium ion homeostasis" 1 0 0.08 "1.00000"
"2916" "GO:0032472" "Golgi calcium ion transport" 1 0 0.08 "1.00000"
"2917" "GO:0032482" "Rab protein signal transduction" 1 0 0.08 "1.00000"
"2918" "GO:0032483" "regulation of Rab protein signal transdu..." 1 0 0.08 "1.00000"
"2919" "GO:0032490" "detection of molecule of bacterial origi..." 2 0 0.15 "1.00000"
"2920" "GO:0032491" "detection of molecule of fungal origin" 1 0 0.08 "1.00000"
"2921" "GO:0032494" "response to peptidoglycan" 1 0 0.08 "1.00000"
"2922" "GO:0032496" "response to lipopolysaccharide" 1 0 0.08 "1.00000"
"2923" "GO:0032497" "detection of lipopolysaccharide" 1 0 0.08 "1.00000"
"2924" "GO:0032499" "detection of peptidoglycan" 1 0 0.08 "1.00000"
"2925" "GO:0032506" "cytokinetic process" 19 0 1.43 "1.00000"
"2926" "GO:0032509" "endosome transport via multivesicular bo..." 5 0 0.38 "1.00000"
"2927" "GO:0032511" "late endosome to vacuole transport via m..." 5 0 0.38 "1.00000"
"2928" "GO:0032515" "negative regulation of phosphoprotein ph..." 8 0 0.6 "1.00000"
"2929" "GO:0032527" "protein exit from endoplasmic reticulum" 4 0 0.3 "1.00000"
"2930" "GO:0032535" "regulation of cellular component size" 31 0 2.34 "1.00000"
"2931" "GO:0032543" "mitochondrial translation" 4 0 0.3 "1.00000"
"2932" "GO:0032544" "plastid translation" 5 0 0.38 "1.00000"
"2933" "GO:0032594" "protein transport within lipid bilayer" 1 0 0.08 "1.00000"
"2934" "GO:0032776" "DNA methylation on cytosine" 6 0 0.45 "1.00000"
"2935" "GO:0032784" "regulation of DNA-templated transcriptio..." 9 0 0.68 "1.00000"
"2936" "GO:0032786" "positive regulation of DNA-templated tra..." 6 0 0.45 "1.00000"
"2937" "GO:0032790" "ribosome disassembly" 1 0 0.08 "1.00000"
"2938" "GO:0032876" "negative regulation of DNA endoreduplica..." 3 0 0.23 "1.00000"
"2939" "GO:0032877" "positive regulation of DNA endoreduplica..." 1 0 0.08 "1.00000"
"2940" "GO:0032878" "regulation of establishment or maintenan..." 3 0 0.23 "1.00000"
"2941" "GO:0032880" "regulation of protein localization" 12 0 0.91 "1.00000"
"2942" "GO:0032886" "regulation of microtubule-based process" 8 0 0.6 "1.00000"
"2943" "GO:0032889" "regulation of vacuole fusion, non-autoph..." 3 0 0.23 "1.00000"
"2944" "GO:0032890" "regulation of organic acid transport" 4 0 0.3 "1.00000"
"2945" "GO:0032922" "circadian regulation of gene expression" 9 0 0.68 "1.00000"
"2946" "GO:0032940" "secretion by cell" 16 0 1.21 "1.00000"
"2947" "GO:0032950" "regulation of beta-glucan metabolic proc..." 7 0 0.53 "1.00000"
"2948" "GO:0032951" "regulation of beta-glucan biosynthetic p..." 7 0 0.53 "1.00000"
"2949" "GO:0032954" "regulation of cytokinetic process" 1 0 0.08 "1.00000"
"2950" "GO:0032955" "regulation of division septum assembly" 1 0 0.08 "1.00000"
"2951" "GO:0032956" "regulation of actin cytoskeleton organiz..." 17 0 1.28 "1.00000"
"2952" "GO:0032957" "inositol trisphosphate metabolic process" 7 0 0.53 "1.00000"
"2953" "GO:0032958" "inositol phosphate biosynthetic process" 3 0 0.23 "1.00000"
"2954" "GO:0032959" "inositol trisphosphate biosynthetic proc..." 1 0 0.08 "1.00000"
"2955" "GO:0032960" "regulation of inositol trisphosphate bio..." 1 0 0.08 "1.00000"
"2956" "GO:0032963" "collagen metabolic process" 3 0 0.23 "1.00000"
"2957" "GO:0032968" "positive regulation of transcription elo..." 4 0 0.3 "1.00000"
"2958" "GO:0032970" "regulation of actin filament-based proce..." 17 0 1.28 "1.00000"
"2959" "GO:0032973" "amino acid export across plasma membrane" 4 0 0.3 "1.00000"
"2960" "GO:0032978" "protein insertion into membrane from inn..." 2 0 0.15 "1.00000"
"2961" "GO:0032979" "protein insertion into mitochondrial inn..." 2 0 0.15 "1.00000"
"2962" "GO:0032984" "protein-containing complex disassembly" 23 0 1.73 "1.00000"
"2963" "GO:0032988" "ribonucleoprotein complex disassembly" 1 0 0.08 "1.00000"
"2964" "GO:0033015" "tetrapyrrole catabolic process" 13 0 0.98 "1.00000"
"2965" "GO:0033059" "cellular pigmentation" 1 0 0.08 "1.00000"
"2966" "GO:0033108" "mitochondrial respiratory chain complex ..." 2 0 0.15 "1.00000"
"2967" "GO:0033120" "positive regulation of RNA splicing" 2 0 0.15 "1.00000"
"2968" "GO:0033157" "regulation of intracellular protein tran..." 6 0 0.45 "1.00000"
"2969" "GO:0033169" "histone H3-K9 demethylation" 2 0 0.15 "1.00000"
"2970" "GO:0033182" "regulation of histone ubiquitination" 1 0 0.08 "1.00000"
"2971" "GO:0033184" "positive regulation of histone ubiquitin..." 1 0 0.08 "1.00000"
"2972" "GO:0033198" "response to ATP" 1 0 0.08 "1.00000"
"2973" "GO:0033206" "meiotic cytokinesis" 3 0 0.23 "1.00000"
"2974" "GO:0033233" "regulation of protein sumoylation" 1 0 0.08 "1.00000"
"2975" "GO:0033234" "negative regulation of protein sumoylati..." 1 0 0.08 "1.00000"
"2976" "GO:0033238" "regulation of cellular amine metabolic p..." 11 0 0.83 "1.00000"
"2977" "GO:0033239" "negative regulation of cellular amine me..." 4 0 0.3 "1.00000"
"2978" "GO:0033240" "positive regulation of cellular amine me..." 1 0 0.08 "1.00000"
"2979" "GO:0033260" "nuclear DNA replication" 10 0 0.75 "1.00000"
"2980" "GO:0033273" "response to vitamin" 5 0 0.38 "1.00000"
"2981" "GO:0033314" "mitotic DNA replication checkpoint" 3 0 0.23 "1.00000"
"2982" "GO:0033319" "UDP-D-xylose metabolic process" 5 0 0.38 "1.00000"
"2983" "GO:0033320" "UDP-D-xylose biosynthetic process" 5 0 0.38 "1.00000"
"2984" "GO:0033331" "ent-kaurene metabolic process" 1 0 0.08 "1.00000"
"2985" "GO:0033356" "UDP-L-arabinose metabolic process" 5 0 0.38 "1.00000"
"2986" "GO:0033358" "UDP-L-arabinose biosynthetic process" 1 0 0.08 "1.00000"
"2987" "GO:0033467" "CMP-keto-3-deoxy-D-manno-octulosonic aci..." 1 0 0.08 "1.00000"
"2988" "GO:0033468" "CMP-keto-3-deoxy-D-manno-octulosonic aci..." 1 0 0.08 "1.00000"
"2989" "GO:0033473" "indoleacetic acid conjugate metabolic pr..." 1 0 0.08 "1.00000"
"2990" "GO:0033477" "S-methylmethionine metabolic process" 1 0 0.08 "1.00000"
"2991" "GO:0033478" "UDP-rhamnose metabolic process" 1 0 0.08 "1.00000"
"2992" "GO:0033481" "galacturonate biosynthetic process" 2 0 0.15 "1.00000"
"2993" "GO:0033517" "myo-inositol hexakisphosphate metabolic ..." 2 0 0.15 "1.00000"
"2994" "GO:0033523" "histone H2B ubiquitination" 1 0 0.08 "1.00000"
"2995" "GO:0033528" "S-methylmethionine cycle" 1 0 0.08 "1.00000"
"2996" "GO:0033530" "raffinose metabolic process" 1 0 0.08 "1.00000"
"2997" "GO:0033539" "fatty acid beta-oxidation using acyl-CoA..." 1 0 0.08 "1.00000"
"2998" "GO:0033542" "fatty acid beta-oxidation, unsaturated, ..." 1 0 0.08 "1.00000"
"2999" "GO:0033559" "unsaturated fatty acid metabolic process" 6 0 0.45 "1.00000"
"3000" "GO:0033566" "gamma-tubulin complex localization" 2 0 0.15 "1.00000"
"3001" "GO:0033591" "response to L-ascorbic acid" 3 0 0.23 "1.00000"
"3002" "GO:0033617" "mitochondrial respiratory chain complex ..." 2 0 0.15 "1.00000"
"3003" "GO:0033619" "membrane protein proteolysis" 2 0 0.15 "1.00000"
"3004" "GO:0033674" "positive regulation of kinase activity" 6 0 0.45 "1.00000"
"3005" "GO:0033683" "nucleotide-excision repair, DNA incision" 5 0 0.38 "1.00000"
"3006" "GO:0033750" "ribosome localization" 4 0 0.3 "1.00000"
"3007" "GO:0033865" "nucleoside bisphosphate metabolic proces..." 13 0 0.98 "1.00000"
"3008" "GO:0033866" "nucleoside bisphosphate biosynthetic pro..." 9 0 0.68 "1.00000"
"3009" "GO:0033875" "ribonucleoside bisphosphate metabolic pr..." 13 0 0.98 "1.00000"
"3010" "GO:0033955" "mitochondrial DNA inheritance" 1 0 0.08 "1.00000"
"3011" "GO:0033962" "cytoplasmic mRNA processing body assembl..." 7 0 0.53 "1.00000"
"3012" "GO:0033979" "box H/ACA snoRNA metabolic process" 1 0 0.08 "1.00000"
"3013" "GO:0034030" "ribonucleoside bisphosphate biosynthetic..." 9 0 0.68 "1.00000"
"3014" "GO:0034032" "purine nucleoside bisphosphate metabolic..." 13 0 0.98 "1.00000"
"3015" "GO:0034033" "purine nucleoside bisphosphate biosynthe..." 9 0 0.68 "1.00000"
"3016" "GO:0034035" "purine ribonucleoside bisphosphate metab..." 1 0 0.08 "1.00000"
"3017" "GO:0034052" "positive regulation of plant-type hypers..." 3 0 0.23 "1.00000"
"3018" "GO:0034058" "endosomal vesicle fusion" 2 0 0.15 "1.00000"
"3019" "GO:0034059" "response to anoxia" 1 0 0.08 "1.00000"
"3020" "GO:0034063" "stress granule assembly" 4 0 0.3 "1.00000"
"3021" "GO:0034080" "CENP-A containing nucleosome assembly" 2 0 0.15 "1.00000"
"3022" "GO:0034085" "establishment of sister chromatid cohesi..." 1 0 0.08 "1.00000"
"3023" "GO:0034088" "maintenance of mitotic sister chromatid ..." 1 0 0.08 "1.00000"
"3024" "GO:0034089" "establishment of meiotic sister chromati..." 1 0 0.08 "1.00000"
"3025" "GO:0034091" "regulation of maintenance of sister chro..." 1 0 0.08 "1.00000"
"3026" "GO:0034093" "positive regulation of maintenance of si..." 1 0 0.08 "1.00000"
"3027" "GO:0034094" "regulation of maintenance of meiotic sis..." 1 0 0.08 "1.00000"
"3028" "GO:0034096" "positive regulation of maintenance of me..." 1 0 0.08 "1.00000"
"3029" "GO:0034097" "response to cytokine" 1 0 0.08 "1.00000"
"3030" "GO:0034196" "acylglycerol transport" 2 0 0.15 "1.00000"
"3031" "GO:0034197" "triglyceride transport" 1 0 0.08 "1.00000"
"3032" "GO:0034198" "cellular response to amino acid starvati..." 2 0 0.15 "1.00000"
"3033" "GO:0034204" "lipid translocation" 8 0 0.6 "1.00000"
"3034" "GO:0034205" "amyloid-beta formation" 1 0 0.08 "1.00000"
"3035" "GO:0034214" "protein hexamerization" 1 0 0.08 "1.00000"
"3036" "GO:0034227" "tRNA thio-modification" 2 0 0.15 "1.00000"
"3037" "GO:0034243" "regulation of transcription elongation f..." 5 0 0.38 "1.00000"
